antecedents,consequents,as,cs,confidence,support,kluc,imb ratio,antecedent_len
"frozenset({'TO LAND', 'So'})",frozenset({'CRIMINAL TRESPASS'}),0.0019608232282136264,0.026681485303748982,1.0,0.0019608232282136264,0.5367450163641774,0.864661419452909,2
"frozenset({'AM', 'TO LAND', 'So'})",frozenset({'CRIMINAL TRESPASS'}),0.0006112687796455435,0.026681485303748982,1.0,0.0006112687796455435,0.5114549241297233,0.9557776674577283,3
"frozenset({'TO LAND', 'PM', 'So'})",frozenset({'CRIMINAL TRESPASS'}),0.001349554448568083,0.026681485303748982,1.0,0.001349554448568083,0.525290092234454,0.9048723782612855,3
"frozenset({'APARTMENT', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0007779784468216008,0.026681485303748982,1.0,0.0007779784468216008,0.5145789943469206,0.9440498664233665,2
"frozenset({'APARTMENT', 'PM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0004961597237382659,0.026681485303748982,1.0,0.0004961597237382659,0.5092978280273728,0.9639572040669956,3
"frozenset({'TO LAND', 'Sa'})",frozenset({'CRIMINAL TRESPASS'}),0.0022386726735070554,0.026681485303748982,1.0,0.0022386726735070554,0.541951800059506,0.8469317777035358,2
"frozenset({'TO LAND', 'PM', 'Sa'})",frozenset({'CRIMINAL TRESPASS'}),0.0014805406156349853,0.026681485303748982,1.0,0.0014805406156349853,0.5277447188336805,0.896112513826614,3
"frozenset({'TO LAND', 'AM', 'Sa'})",frozenset({'CRIMINAL TRESPASS'}),0.0007581320578720702,0.026681485303748982,1.0,0.0007581320578720702,0.5142070812258257,0.9454387546152525,3
"frozenset({'Di', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0024728600631115168,0.026681485303748982,1.0,0.0024728600631115168,0.546340374888426,0.832244252480493,2
"frozenset({'Di', 'AM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0009049953360985969,0.026681485303748982,1.0,0.0009049953360985969,0.516959238321928,0.935207081840907,3
"frozenset({'Di', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.00156786472701292,0.026681485303748982,1.0,0.00156786472701292,0.5293811365664981,0.8903165958720719,3
"frozenset({'CRIMINAL TRESPASS', 'SMALL RETAIL STORE'})",frozenset({'TO LAND'}),0.0008851489471490662,0.01598428165995197,0.9910313901345291,0.0008772103915692539,0.522955476542308,0.8958101436724746,2
"frozenset({'SMALL RETAIL STORE', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0008772103915692539,0.026681485303748982,1.0,0.0008772103915692539,0.5164385599523951,0.9371346559045605,2
"frozenset({'CRIMINAL TRESPASS', 'SMALL RETAIL STORE', 'PM'})",frozenset({'TO LAND'}),0.0006231766130152618,0.01598428165995197,0.9936305732484076,0.0006192073352253557,0.5161845441359992,0.9255073112853925,3
"frozenset({'SMALL RETAIL STORE', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0006192073352253557,0.026681485303748982,1.0,0.0006192073352253557,0.5116036893781613,0.9552160376412557,3
"frozenset({'STATE ST', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0006311151685950741,0.026681485303748982,1.0,0.0006311151685950741,0.5118268372508182,0.9543741891037982,2
"frozenset({'STATE ST', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.00043662055688967395,0.026681485303748982,1.0,0.00043662055688967395,0.5081820886640881,0.9682145307662596,3
"frozenset({'TO LAND', 'Do'})",frozenset({'CRIMINAL TRESPASS'}),0.0022029491733979003,0.026681485303748982,1.0,0.0022029491733979003,0.5412823564415352,0.8491926666922224,2
"frozenset({'TO LAND', 'PM', 'Do'})",frozenset({'CRIMINAL TRESPASS'}),0.001381308670887332,0.026681485303748982,1.0,0.001381308670887332,0.5258851532282058,0.9027414563011295,3
"frozenset({'AM', 'TO LAND', 'Do'})",frozenset({'CRIMINAL TRESPASS'}),0.0008216405025105682,0.026681485303748982,1.0,0.0008216405025105682,0.5153972032133294,0.9410011853116491,3
"frozenset({'PARKING LOT/GARAGE(NON.RESID.)', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.000940718836207752,0.026681485303748982,1.0,0.000940718836207752,0.5176286819398989,0.9327343234233115,2
"frozenset({'PARKING LOT/GARAGE(NON.RESID.)', 'AM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.00031754222319249013,0.026681485303748982,1.0,0.00031754222319249013,0.5059506099375186,0.9767840287998749,3
"frozenset({'PARKING LOT/GARAGE(NON.RESID.)', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0006231766130152618,0.026681485303748982,1.0,0.0006231766130152618,0.5116780720023802,0.9549353420042321,3
"frozenset({'RESIDENCE', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.000658900113124417,0.026681485303748982,1.0,0.000658900113124417,0.5123475156203511,0.952412653336146,2
"frozenset({'RESIDENCE', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0004207434457300494,0.026681485303748982,1.0,0.0004207434457300494,0.5078845581672121,0.9693528939879145,3
"frozenset({'RESIDENCE PORCH/HALLWAY', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.000500129001528172,0.026681485303748982,1.0,0.000500129001528172,0.5093722106515918,0.9636740280456382,2
"frozenset({'RESIDENCE PORCH/HALLWAY', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0003294500565622085,0.026681485303748982,1.0,0.0003294500565622085,0.5061737578101756,0.9759237685440268,3
"frozenset({'CRIMINAL TRESPASS', 'RESTAURANT'})",frozenset({'TO LAND'}),0.0016472502828110424,0.01598428165995197,0.9975903614457832,0.0016432810050211364,0.5501982102734255,0.8143633634738303,2
"frozenset({'TO LAND', 'RESTAURANT'})",frozenset({'CRIMINAL TRESPASS'}),0.0016432810050211364,0.026681485303748982,1.0,0.0016432810050211364,0.5307944064266588,0.8853390659709783,2
"frozenset({'PM', 'CRIMINAL TRESPASS', 'RESTAURANT'})",frozenset({'TO LAND'}),0.0011113977811737154,0.01598428165995197,0.9964285714285716,0.0011074285033838094,0.5328554578026891,0.8708840788936283,3
"frozenset({'PM', 'TO LAND', 'RESTAURANT'})",frozenset({'CRIMINAL TRESPASS'}),0.0011074285033838094,0.026681485303748982,1.0,0.0011074285033838094,0.5207527521570962,0.9212766901157798,3
"frozenset({'CRIMINAL TRESPASS', 'AM', 'RESTAURANT'})",frozenset({'TO LAND'}),0.0005358525016373271,0.01598428165995197,1.0,0.0005358525016373271,0.5167618574621307,0.9356124309235363,3
"frozenset({'AM', 'RESTAURANT', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0005358525016373271,0.026681485303748982,1.0,0.0005358525016373271,0.5100416542695626,0.9611290633487136,3
"frozenset({'TO LAND', 'MICHIGAN AVE'})",frozenset({'CRIMINAL TRESPASS'}),0.0004802826125786413,0.026681485303748982,1.0,0.0004802826125786413,0.5090002975304969,0.9650907140871355,2
"frozenset({'OTHER', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.001000258003056344,0.026681485303748982,1.0,0.001000258003056344,0.5187444213031835,0.9286268770263486,2
"frozenset({'OTHER', 'AM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0004008970567805188,0.026681485303748982,1.0,0.0004008970567805188,0.5075126450461173,0.9707776756293179,3
"frozenset({'OTHER', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0005993609462758251,0.026681485303748982,1.0,0.0005993609462758251,0.5112317762570664,0.9566207090455171,3
"frozenset({'RESIDENTIAL YARD (FRONT/BACK)', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0008216405025105682,0.026681485303748982,1.0,0.0008216405025105682,0.5153972032133294,0.9410011853116491,2
"frozenset({'RESIDENTIAL YARD (FRONT/BACK)', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0005199753904777026,0.026681485303748982,1.0,0.0005199753904777026,0.5097441237726867,0.962259355123058,3
"frozenset({'RESIDENTIAL YARD (FRONT/BACK)', 'AM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.00030166511203286563,0.026681485303748982,1.0,0.00030166511203286563,0.5056530794406426,0.9779321924006898,3
"frozenset({'Fr', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.002373628118363864,0.026681485303748982,1.0,0.002373628118363864,0.5444808092829515,0.8384395828439651,2
"frozenset({'Fr', 'TO LAND', 'PM'})",frozenset({'CRIMINAL TRESPASS'}),0.0014964177267946096,0.026681485303748982,1.0,0.0014964177267946096,0.5280422493305564,0.8950561061742894,3
"frozenset({'Fr', 'AM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0008772103915692539,0.026681485303748982,1.0,0.0008772103915692539,0.5164385599523951,0.9371346559045605,3
"frozenset({'Mi', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.00244904439637208,0.026681485303748982,1.0,0.00244904439637208,0.5458940791431122,0.833727376657485,2
"frozenset({'Mi', 'PM', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0015718340048028261,0.026681485303748982,1.0,0.0015718340048028261,0.5294555191907171,0.890053974848495,3
"frozenset({'AM', 'Mi', 'TO LAND'})",frozenset({'CRIMINAL TRESPASS'}),0.0008772103915692539,0.026681485303748982,1.0,0.0008772103915692539,0.5164385599523951,0.9371346559045605,3
"frozenset({'CRIMINAL TRESPASS', 'DEPARTMENT STORE'})",frozenset({'TO LAND'}),0.00036914283446126976,0.01598428165995197,1.0,0.00036914283446126976,0.511547057362801,0.9551990145190078,2
"frozenset({'TO LAND', 'DEPARTMENT STORE'})",frozenset({'CRIMINAL TRESPASS'}),0.00036914283446126976,0.026681485303748982,1.0,0.00036914283446126976,0.5069175840523654,0.9730615603342799,2
"frozenset({'TO LAND', 'Mo'})",frozenset({'CRIMINAL TRESPASS'}),0.002286304006985929,0.026681485303748982,1.0,0.002286304006985929,0.5428443915501339,0.8439257197056952,2
"frozenset({'TO LAND', 'PM', 'Mo'})",frozenset({'CRIMINAL TRESPASS'}),0.0015281719491138587,0.026681485303748982,1.0,0.0015281719491138587,0.5286373103243083,0.8929467681493586,3
"frozenset({'AM', 'TO LAND', 'Mo'})",frozenset({'CRIMINAL TRESPASS'}),0.0007581320578720702,0.026681485303748982,1.0,0.0007581320578720702,0.5142070812258257,0.9454387546152525,3
"frozenset({'FROM BUILDING', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0003572350010915514,0.24125667334828427,1.0,0.0003572350010915514,0.5007403629423669,0.9973987057619862,2
"frozenset({'OVER $500', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0004921904459483597,0.24125667334828427,1.0,0.0004921904459483597,0.5010200556094833,0.9964175134134218,2
"frozenset({'OVER $500', 'PM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.000345327167721833,0.24125667334828427,1.0,0.000345327167721833,0.5007156841776212,0.9974853215016591,3
"frozenset({'TO PROPERTY', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'CRIMINAL DAMAGE'}),0.0005914223906960128,0.1048961041538492,1.0,0.0005914223906960128,0.5028190865402807,0.9893687296007942,2
"frozenset({'TO PROPERTY', 'PM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'CRIMINAL DAMAGE'}),0.0003572350010915514,0.1048961041538492,1.0,0.0003572350010915514,0.5017028039505051,0.9935656335473931,3
"frozenset({'TO PROPERTY', 'APARTMENT', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'CRIMINAL DAMAGE'}),0.0003413578899319269,0.1048961041538492,1.0,0.0003413578899319269,0.5016271237749271,0.9938507748047113,3
"frozenset({'DOMESTIC BATTERY SIMPLE', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'BATTERY'}),0.0011709369480223074,0.19410959175977932,1.0,0.0011709369480223074,0.503016174876797,0.9891589403072508,2
"frozenset({'DOMESTIC BATTERY SIMPLE', 'AM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'BATTERY'}),0.00047631333478873516,0.19410959175977932,1.0,0.00047631333478873516,0.5012269185939513,0.9955773847860624,3
"frozenset({'DOMESTIC BATTERY SIMPLE', 'PM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'BATTERY'}),0.0006946236132335721,0.19410959175977932,1.0,0.0006946236132335721,0.5017892562828457,0.993556181738148,3
"frozenset({'DOMESTIC BATTERY SIMPLE', 'APARTMENT', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'BATTERY'}),0.0006390537241748864,0.19410959175977932,1.0,0.0006390537241748864,0.501646115780218,0.994070323090655,3
"frozenset({'DOMESTIC BATTERY SIMPLE', 'APARTMENT', 'PM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'BATTERY'}),0.0003492964455117391,0.19410959175977932,1.0,0.0003492964455117391,0.500899740302231,0.9967550410246904,4
"frozenset({'$500 AND UNDER', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0009923194474765317,0.24125667334828427,1.0,0.0009923194474765317,0.5020565637287968,0.992788570020733,2
"frozenset({'$500 AND UNDER', 'PM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0006509615575446048,0.24125667334828427,1.0,0.0006509615575446048,0.5013491058060907,0.9952642336311391,3
"frozenset({'$500 AND UNDER', 'AM', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0003413578899319269,0.24125667334828427,1.0,0.0003413578899319269,0.5007074579227061,0.9975141948549967,3
"frozenset({'RETAIL THEFT', 'DR MARTIN LUTHER KING JR DR'})",frozenset({'THEFT'}),0.0004167741679401433,0.24125667334828427,1.0,0.0004167741679401433,0.5008637567660946,0.9969657242482313,2
"frozenset({'02:15', 'BATTERY'})",frozenset({'AM'}),0.0005080675571079842,0.37086153174429914,1.0,0.0005080675571079842,0.5006849828219152,0.9977700582519735,2
"frozenset({'RETAIL THEFT', 'AM'})",frozenset({'THEFT'}),0.01104650008930875,0.24125667334828427,1.0,0.01104650008930875,0.5228936674289663,0.9221755178488118,2
"frozenset({'RETAIL THEFT', 'So'})",frozenset({'THEFT'}),0.005517296127969516,0.24125667334828427,1.0,0.005517296127969516,0.5114344943321104,0.9604653125408361,2
"frozenset({'RETAIL THEFT', 'AM', 'So'})",frozenset({'THEFT'}),0.0013455851707781768,0.24125667334828427,1.0,0.0013455851707781768,0.5027887004162485,0.9902321193759906,3
"frozenset({'RETAIL THEFT', 'PM', 'So'})",frozenset({'THEFT'}),0.004171710957191339,0.24125667334828427,1.0,0.004171710957191339,0.5086457939158618,0.9699823629953097,3
"frozenset({'RETAIL THEFT', 'Sa'})",frozenset({'THEFT'}),0.0059777323515986264,0.24125667334828427,1.0,0.0059777323515986264,0.5123887399022721,0.9572268962900362,2
"frozenset({'RETAIL THEFT', 'AM', 'Sa'})",frozenset({'THEFT'}),0.0015003870045845159,0.24125667334828427,1.0,0.0015003870045845159,0.5031095243579408,0.9891136585354661,3
"frozenset({'RETAIL THEFT', 'PM', 'Sa'})",frozenset({'THEFT'}),0.004477345347014111,0.24125667334828427,1.0,0.004477345347014111,0.5092792155443313,0.9678137012027592,3
"frozenset({'RETAIL THEFT', 'PM'})",frozenset({'THEFT'}),0.03163514398555183,0.24125667334828427,1.0,0.03163514398555183,0.5655632516740429,0.7902504092034629,2
"frozenset({'RETAIL THEFT', 'Di'})",frozenset({'THEFT'}),0.006049179351816937,0.24125667334828427,1.0,0.006049179351816937,0.5125368124907455,0.9567252083104681,2
"frozenset({'RETAIL THEFT', 'Di', 'PM'})",frozenset({'THEFT'}),0.004469406791434299,0.24125667334828427,1.0,0.004469406791434299,0.5092627630345009,0.9678699780740133,3
"frozenset({'RETAIL THEFT', 'Di', 'AM'})",frozenset({'THEFT'}),0.0015797725603826384,0.24125667334828427,1.0,0.0015797725603826384,0.5032740494562445,0.9885405092254016,3
"frozenset({'RETAIL THEFT', 'Do'})",frozenset({'THEFT'}),0.006366721575009427,0.24125667334828427,1.0,0.006366721575009427,0.5131949128839605,0.954498158159313,2
"frozenset({'RETAIL THEFT', 'AM', 'Do'})",frozenset({'THEFT'}),0.0016750352273403855,0.24125667334828427,1.0,0.0016750352273403855,0.503471479574209,0.9878531058447912,3
"frozenset({'RETAIL THEFT', 'PM', 'Do'})",frozenset({'THEFT'}),0.004691686347669042,0.24125667334828427,1.0,0.004691686347669042,0.5097234333097515,0.9662952724398269,3
"frozenset({'RETAIL THEFT', 'Fr'})",frozenset({'THEFT'}),0.006053148629606843,0.24125667334828427,1.0,0.006053148629606843,0.5125450387456606,0.9566973432431672,2
"frozenset({'RETAIL THEFT', 'Fr', 'PM'})",frozenset({'THEFT'}),0.004513068847123266,0.24125667334828427,1.0,0.004513068847123266,0.5093532518385679,0.9675604895700562,3
"frozenset({'RETAIL THEFT', 'Fr', 'AM'})",frozenset({'THEFT'}),0.001540079782483577,0.24125667334828427,1.0,0.001540079782483577,0.5031917869070927,0.9888270482790896,3
"frozenset({'RETAIL THEFT', 'Mo'})",frozenset({'THEFT'}),0.0065413697977652965,0.24125667334828427,1.0,0.0065413697977652965,0.5135568681002287,0.9532751383704097,2
"frozenset({'RETAIL THEFT', 'PM', 'Mo'})",frozenset({'THEFT'}),0.0046559628475598865,0.24125667334828427,1.0,0.0046559628475598865,0.5096493970155147,0.966548203790185,3
"frozenset({'RETAIL THEFT', 'AM', 'Mo'})",frozenset({'THEFT'}),0.00188540695020541,0.24125667334828427,1.0,0.00188540695020541,0.503907471084714,0.9863365405752251,3
"frozenset({'RETAIL THEFT', 'Mi'})",frozenset({'THEFT'}),0.006176196241093933,0.24125667334828427,1.0,0.006176196241093933,0.5128000526480314,0.9558338646454051,2
"frozenset({'RETAIL THEFT', 'Mi', 'PM'})",frozenset({'THEFT'}),0.0046559628475598865,0.24125667334828427,1.0,0.0046559628475598865,0.5096493970155147,0.966548203790185,3
"frozenset({'RETAIL THEFT', 'AM', 'Mi'})",frozenset({'THEFT'}),0.0015202333935340465,0.24125667334828427,1.0,0.0015202333935340465,0.5031506556325167,0.9889703445052832,3
"frozenset({'THEFT', 'DEPARTMENT STORE'})",frozenset({'RETAIL THEFT'}),0.014245737987973088,0.04268164407486058,0.8559487322373921,0.012193621370591622,0.5708182236468278,0.5049047230124902,2
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.012193621370591622,0.24125667334828427,1.0,0.012193621370591622,0.5252710550994554,0.914392325906368,2
"frozenset({'PM', 'THEFT', 'DEPARTMENT STORE'})",frozenset({'RETAIL THEFT'}),0.01183638636950007,0.04268164407486058,0.8514419852448021,0.010077996308571655,0.5437810688801895,0.5710727509178347,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.010077996308571655,0.24125667334828427,1.0,0.010077996308571655,0.5208864612296605,0.9287891732838321,3
"frozenset({'RETAIL THEFT', 'AM', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0021156250620199654,0.24125667334828427,1.0,0.0021156250620199654,0.5043845938697948,0.9846791875686242,3
"frozenset({'STATE ST', 'RETAIL THEFT', 'AM', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0004723440569988291,0.24125667334828427,1.0,0.0004723440569988291,0.5009789243349073,0.9965617542472953,4
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'So'})",frozenset({'THEFT'}),0.0015916803937523567,0.24125667334828427,1.0,0.0015916803937523567,0.5032987282209901,0.9884545613898529,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE', 'So'})",frozenset({'THEFT'}),0.0013058923928791156,0.24125667334828427,1.0,0.0013058923928791156,0.5027064378670967,0.9905190789094717,4
"frozenset({'STATE ST', 'RETAIL THEFT', 'DEPARTMENT STORE', 'So'})",frozenset({'THEFT'}),0.00039295850120070654,0.24125667334828427,1.0,0.00039295850120070654,0.5008143992366035,0.9971388974197192,4
"frozenset({'So', 'RETAIL THEFT', 'DEPARTMENT STORE', 'STATE ST', 'PM'})",frozenset({'THEFT'}),0.00033738861214202076,0.24125667334828427,1.0,0.00033738861214202076,0.500699231667791,0.9975430689284356,5
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'Sa'})",frozenset({'THEFT'}),0.0017186972830293527,0.24125667334828427,1.0,0.0017186972830293527,0.5035619683782762,0.9875381828757568,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE', 'Sa'})",frozenset({'THEFT'}),0.0014051243376267688,0.24125667334828427,1.0,0.0014051243376267688,0.5029120942399763,0.9898018138166014,4
"frozenset({'RETAIL THEFT', 'AM', 'DEPARTMENT STORE', 'Sa'})",frozenset({'THEFT'}),0.000313572945402584,0.24125667334828427,1.0,0.000313572945402584,0.5006498741382998,0.9977163284927085,4
"frozenset({'STATE ST', 'RETAIL THEFT', 'DEPARTMENT STORE', 'Sa'})",frozenset({'THEFT'}),0.0004008970567805188,0.24125667334828427,1.0,0.0004008970567805188,0.5008308517464339,0.997081170150505,4
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'STATE ST', 'PM', 'Sa'})",frozenset({'THEFT'}),0.00030563438982277177,0.24125667334828427,1.0,0.00030563438982277177,0.5006334216284695,0.9977740874428324,5
"frozenset({'RETAIL THEFT', 'Di', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0017544207831385078,0.24125667334828427,1.0,0.0017544207831385078,0.5036360046725128,0.9872805826050197,3
"frozenset({'PM', 'RETAIL THEFT', 'Di', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.001472602060055173,0.24125667334828427,1.0,0.001472602060055173,0.5030519405735345,0.9893143280947427,4
"frozenset({'STATE ST', 'RETAIL THEFT', 'Di', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0003969277789906127,0.24125667334828427,1.0,0.0003969277789906127,0.5008226254915187,0.9971100334252498,4
"frozenset({'Di', 'RETAIL THEFT', 'DEPARTMENT STORE', 'STATE ST', 'PM'})",frozenset({'THEFT'}),0.0003413578899319269,0.24125667334828427,1.0,0.0003413578899319269,0.5007074579227061,0.9975141948549967,5
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'Do'})",frozenset({'THEFT'}),0.0018615912834659735,0.24125667334828427,1.0,0.0018615912834659735,0.5038581135552228,0.9865081270652315,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE', 'Do'})",frozenset({'THEFT'}),0.001540079782483577,0.24125667334828427,1.0,0.001540079782483577,0.5031917869070927,0.9888270482790896,4
"frozenset({'RETAIL THEFT', 'AM', 'DEPARTMENT STORE', 'Do'})",frozenset({'THEFT'}),0.00032151150098239627,0.24125667334828427,1.0,0.00032151150098239627,0.5006663266481302,0.9976585724237448,4
"frozenset({'STATE ST', 'RETAIL THEFT', 'DEPARTMENT STORE', 'Do'})",frozenset({'THEFT'}),0.00040883561236033103,0.24125667334828427,1.0,0.00040883561236033103,0.5008473042562643,0.9970234457600807,4
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'STATE ST', 'PM', 'Do'})",frozenset({'THEFT'}),0.00035326572330164526,0.24125667334828427,1.0,0.00035326572330164526,0.5007321366874516,0.997427576955181,5
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'MICHIGAN AVE'})",frozenset({'THEFT'}),0.0012979538372993034,0.24125667334828427,1.0,0.0012979538372993034,0.5026899853572663,0.9905764793784544,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE', 'MICHIGAN AVE'})",frozenset({'THEFT'}),0.001162998392442495,0.24125667334828427,1.0,0.001162998392442495,0.5024102926901499,0.9915527242776081,4
"frozenset({'$500 AND UNDER', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0005437910572171393,0.24125667334828427,1.0,0.0005437910572171393,0.5011269969233807,0.9960425713691783,2
"frozenset({'PM', '$500 AND UNDER', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.00043662055688967395,0.24125667334828427,1.0,0.00043662055688967395,0.5009048880406706,0.9968214330609595,3
"frozenset({'OVER $500', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.00030563438982277177,0.24125667334828427,1.0,0.00030563438982277177,0.5006334216284695,0.9977740874428324,2
"frozenset({'STATE ST', 'RETAIL THEFT', 'Mi', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.00033738861214202076,0.24125667334828427,1.0,0.00033738861214202076,0.500699231667791,0.9975430689284356,4
"frozenset({'RETAIL THEFT', 'Mi', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0017067894496596344,0.24125667334828427,1.0,0.0017067894496596344,0.5035372896135305,0.9876240624267291,3
"frozenset({'PM', 'RETAIL THEFT', 'Mi', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0014210014487863933,0.24125667334828427,1.0,0.0014210014487863933,0.5029449992596371,0.9896870927624708,4
"frozenset({'RETAIL THEFT', 'Fr', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.001821898505566912,0.24125667334828427,1.0,0.001821898505566912,0.503775851006071,0.9867941613419333,3
"frozenset({'PM', 'RETAIL THEFT', 'Fr', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0015202333935340465,0.24125667334828427,1.0,0.0015202333935340465,0.5031506556325167,0.9889703445052832,4
"frozenset({'RETAIL THEFT', 'Fr', 'AM', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.00030166511203286563,0.24125667334828427,1.0,0.00030166511203286563,0.5006251953735542,0.9978029679983969,4
"frozenset({'STATE ST', 'RETAIL THEFT', 'Fr', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0003810506678309882,0.24125667334828427,1.0,0.0003810506678309882,0.500789720471858,0.9972254937217434,4
"frozenset({'RETAIL THEFT', 'Fr', 'DEPARTMENT STORE', 'STATE ST', 'PM'})",frozenset({'THEFT'}),0.000313572945402584,0.24125667334828427,1.0,0.000313572945402584,0.5006498741382998,0.9977163284927085,5
"frozenset({'STATE ST', 'RETAIL THEFT', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0027268938416655088,0.24125667334828427,1.0,0.0027268938416655088,0.5056514371267337,0.9802901763958798,3
"frozenset({'STATE ST', 'RETAIL THEFT', 'PM', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.00225454978466668,0.24125667334828427,1.0,0.00225454978466668,0.5046725127918263,0.983680213667397,4
"frozenset({'FROM BUILDING', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0008057633913509437,0.24125667334828427,1.0,0.0008057633913509437,0.501669929747783,0.99414089194312,2
"frozenset({'PM', 'FROM BUILDING', 'DEPARTMENT STORE'})",frozenset({'THEFT'}),0.0007144700021831028,0.24125667334828427,1.0,0.0007144700021831028,0.5014807258847337,0.9948032434803967,3
"frozenset({'RETAIL THEFT', 'DEPARTMENT STORE', 'Mo'})",frozenset({'THEFT'}),0.0017385436719788835,0.24125667334828427,1.0,0.0017385436719788835,0.503603099652852,0.9873950645071311,3
"frozenset({'PM', 'RETAIL THEFT', 'DEPARTMENT STORE', 'Mo'})",frozenset({'THEFT'}),0.001413062893206581,0.24125667334828427,1.0,0.001413062893206581,0.5029285467498067,0.9897444518637827,4
"frozenset({'RETAIL THEFT', 'AM', 'DEPARTMENT STORE', 'Mo'})",frozenset({'THEFT'}),0.0003254807787723024,0.24125667334828427,1.0,0.0003254807787723024,0.5006745529030454,0.9976296954696304,4
