antecedents,consequents,as,cs,confidence,support,kluc,imb ratio
"frozenset({'STREET', 'Do', 'AM', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.002385535951733582,0.09134102050131979,0.6039933444259568,0.001440847837735924,0.3098838615055214,0.9513074547762502
"frozenset({'STREET', 'Do', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.001440847837735924,0.24125667334828427,1.0,0.001440847837735924,0.502986130534213,0.9895437074831388
"frozenset({'Do', 'STREET', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0027784944529342884,0.24125667334828427,1.0,0.0027784944529342884,0.5057583784406311,0.9799204411451287
"frozenset({'STREET', 'Do', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.004219342290670213,0.6291384682557009,0.6585136406396989,0.0027784944529342884,0.33146499434919924,0.9908290722398733
"frozenset({'STREET', 'Do', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.004219342290670213,0.16199416516164883,0.6585136406396989,0.0027784944529342884,0.33783272936620834,0.9531494241885661
"frozenset({'Fr', '$500 AND UNDER'})",frozenset({'THEFT'}),0.013904380098041161,0.24125667334828427,1.0,0.013904380098041161,0.5288165709679011,0.9028848226860311
"frozenset({'Fr', '$500 AND UNDER'})",frozenset({'PM'}),0.013904380098041161,0.6291384682557009,0.6591493005994861,0.009165062416893245,0.3368584700622697,0.9699493488723557
"frozenset({'Fr', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.013904380098041161,0.6291384682557009,0.6591493005994861,0.009165062416893245,0.3368584700622697,0.9699493488723557
"frozenset({'Fr', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.009165062416893245,0.24125667334828427,1.0,0.009165062416893245,0.5189944225991675,0.9350592112099627
"frozenset({'Fr', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.013904380098041161,0.16199416516164883,0.6591493005994861,0.009165062416893245,0.3578628988540898,0.8528252043929052
"frozenset({'STREET', 'THEFT', 'Fr'})",frozenset({'$500 AND UNDER'}),0.00791077063528291,0.09134102050131979,0.6116407425990968,0.004838549625895568,0.33230655242244084,0.8467564805797705
"frozenset({'STREET', '$500 AND UNDER', 'Fr'})",frozenset({'THEFT'}),0.004838549625895568,0.24125667334828427,1.0,0.004838549625895568,0.5100278047416134,0.9652560317046736
"frozenset({'STREET', '$500 AND UNDER', 'Fr'})",frozenset({'PM'}),0.004838549625895568,0.6291384682557009,0.6538146021328959,0.003163514398555183,0.32942146492557906,0.9894870254037011
"frozenset({'STREET', 'PM', 'THEFT', 'Fr'})",frozenset({'$500 AND UNDER'}),0.005255323793835712,0.09134102050131979,0.601963746223565,0.003163514398555183,0.3182989250846662,0.8956408111149485
"frozenset({'STREET', 'PM', '$500 AND UNDER', 'Fr'})",frozenset({'THEFT'}),0.003163514398555183,0.24125667334828427,1.0,0.003163514398555183,0.5065563251674043,0.9771653982854462
"frozenset({'STREET', '$500 AND UNDER', 'THEFT', 'Fr'})",frozenset({'PM'}),0.004838549625895568,0.6291384682557009,0.6538146021328959,0.003163514398555183,0.32942146492557906,0.9894870254037011
"frozenset({'STREET', '$500 AND UNDER', 'Fr'})","frozenset({'PM', 'THEFT'})",0.004838549625895568,0.16199416516164883,0.6538146021328959,0.003163514398555183,0.33667158608065945,0.9464417858069385
"frozenset({'Fr', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.004739317681147915,0.24125667334828427,1.0,0.004739317681147915,0.5098221483687336,0.9659581177482139
"frozenset({'STREET', 'AM', 'THEFT', 'Fr'})",frozenset({'$500 AND UNDER'}),0.0026554468414471985,0.09134102050131979,0.6307922272047833,0.0016750352273403855,0.32456524275240034,0.9459399386356315
"frozenset({'STREET', 'AM', '$500 AND UNDER', 'Fr'})",frozenset({'THEFT'}),0.0016750352273403855,0.24125667334828427,1.0,0.0016750352273403855,0.503471479574209,0.9878531058447912
"frozenset({'STREET', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.05203326254787941,0.09134102050131979,0.6091997864062858,0.03169865243019033,0.4781180576390894,0.2835617463534818
"frozenset({'STREET', '$500 AND UNDER'})",frozenset({'THEFT'}),0.03169865243019033,0.24125667334828427,1.0,0.03169865243019033,0.5656948717526858,0.7898675032871072
"frozenset({'STREET', '$500 AND UNDER'})",frozenset({'PM'}),0.03169865243019033,0.6291384682557009,0.6362384172301527,0.02016790045051303,0.33414739753382816,0.9321971428905863
"frozenset({'STREET', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.03169865243019033,0.6291384682557009,0.6362384172301527,0.02016790045051303,0.33414739753382816,0.9321971428905863
"frozenset({'STREET', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.02016790045051303,0.24125667334828427,1.0,0.02016790045051303,0.5417976012240667,0.8617465395428763
"frozenset({'STREET', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.03169865243019033,0.16199416516164883,0.6362384172301527,0.02016790045051303,0.3803680569930044,0.691010917186454
"frozenset({'STREET', 'AM', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.018147538055450812,0.09134102050131979,0.6353893263342082,0.011530751979677298,0.3808139053016426,0.6787799474902602
"frozenset({'STREET', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.011530751979677298,0.24125667334828427,1.0,0.011530751979677298,0.5238972705286191,0.9188832698577412
"frozenset({'Sa', '$500 AND UNDER'})",frozenset({'THEFT'}),0.012729473872228949,0.24125667334828427,1.0,0.012729473872228949,0.5263815995130057,0.9107750816772094
"frozenset({'Sa', '$500 AND UNDER'})",frozenset({'PM'}),0.012729473872228949,0.6291384682557009,0.6367321484253196,0.00810526524698831,0.32480763330970586,0.9724696869831914
"frozenset({'Sa', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.012729473872228949,0.6291384682557009,0.6367321484253196,0.00810526524698831,0.32480763330970586,0.9724696869831914
"frozenset({'PM', 'Sa', '$500 AND UNDER'})",frozenset({'THEFT'}),0.00810526524698831,0.24125667334828427,1.0,0.00810526524698831,0.5167980125368125,0.9423819431486145
"frozenset({'Sa', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.012729473872228949,0.16199416516164883,0.6367321484253196,0.00810526524698831,0.3433832260307525,0.8644929991399127
"frozenset({'STREET', 'Sa', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.007144700021831028,0.09134102050131979,0.6150000000000001,0.004393990513426082,0.3315526681731271,0.8606116582628531
"frozenset({'STREET', 'Sa', '$500 AND UNDER'})",frozenset({'THEFT'}),0.004393990513426082,0.24125667334828427,1.0,0.004393990513426082,0.5091064641911124,0.9684047465927601
"frozenset({'STREET', 'Sa', '$500 AND UNDER'})",frozenset({'PM'}),0.004393990513426082,0.6291384682557009,0.6142728093947606,0.002699108897136166,0.30928148804017724,0.9904504472701889
"frozenset({'Sa', 'STREET', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.002699108897136166,0.24125667334828427,1.0,0.002699108897136166,0.5055938533423274,0.9804893138947327
"frozenset({'Sa', 'STREET', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.004393990513426082,0.6291384682557009,0.6142728093947606,0.002699108897136166,0.30928148804017724,0.9904504472701889
"frozenset({'STREET', 'Sa', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.004393990513426082,0.16199416516164883,0.6142728093947606,0.002699108897136166,0.3154672877709861,0.9512532720241976
"frozenset({'STREET', 'Sa', 'AM', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.002635600452497668,0.09134102050131979,0.6430722891566265,0.001694881616289916,0.3308139126992936,0.9463336522273772
"frozenset({'STREET', 'Sa', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.001694881616289916,0.24125667334828427,1.0,0.001694881616289916,0.503512610848785,0.9877099483759229
"frozenset({'Sa', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.004624208625240637,0.24125667334828427,1.0,0.004624208625240637,0.5095835869761932,0.9667730786850786
"frozenset({'RESIDENCE', '$500 AND UNDER'})",frozenset({'THEFT'}),0.009431004028816957,0.24125667334828427,1.0,0.009431004028816957,0.5195455816784851,0.9332291124772827
"frozenset({'RESIDENCE', '$500 AND UNDER'})",frozenset({'PM'}),0.009431004028816957,0.6291384682557009,0.6136363636363636,0.005787207017683133,0.31141749286788467,0.9795639209538596
"frozenset({'RESIDENCE', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.009431004028816957,0.6291384682557009,0.6136363636363636,0.005787207017683133,0.31141749286788467,0.9795639209538596
"frozenset({'RESIDENCE', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.005787207017683133,0.24125667334828427,1.0,0.005787207017683133,0.5119938796663431,0.9585658134325611
"frozenset({'RESIDENCE', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.009431004028816957,0.16199416516164883,0.6136363636363636,0.005787207017683133,0.32468057523188365,0.8979723040284566
"frozenset({'Fr', '$500 AND UNDER', 'RESIDENCE'})",frozenset({'THEFT'}),0.0014606942266854545,0.24125667334828427,1.0,0.0014606942266854545,0.503027261808789,0.9894003400210744
"frozenset({'Fr', '$500 AND UNDER', 'RESIDENCE'})",frozenset({'PM'}),0.0014606942266854545,0.6291384682557009,0.641304347826087,0.0009367495584178459,0.3213966440143672,0.9968199578495511
"frozenset({'RESIDENCE', 'PM', '$500 AND UNDER', 'Fr'})",frozenset({'THEFT'}),0.0009367495584178459,0.24125667334828427,1.0,0.0009367495584178459,0.5019413961599842,0.9931912238641311
"frozenset({'RESIDENCE', '$500 AND UNDER', 'THEFT', 'Fr'})",frozenset({'PM'}),0.0014606942266854545,0.6291384682557009,0.641304347826087,0.0009367495584178459,0.3213966440143672,0.9968199578495511
"frozenset({'RESIDENCE', '$500 AND UNDER', 'Fr'})","frozenset({'PM', 'THEFT'})",0.0014606942266854545,0.16199416516164883,0.641304347826087,0.0009367495584178459,0.32354348039153025,0.9835510750118226
"frozenset({'RESIDENCE', 'AM', '$500 AND UNDER', 'Fr'})",frozenset({'THEFT'}),0.0005239446682676087,0.24125667334828427,1.0,0.0005239446682676087,0.5010858656488048,0.9961867654699219
"frozenset({'RESIDENCE', 'Sa', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0012185682815011808,0.24125667334828427,1.0,0.0012185682815011808,0.5025254602589625,0.9911506411059995
"frozenset({'Sa', 'RESIDENCE', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0007263778355528212,0.24125667334828427,1.0,0.0007263778355528212,0.5015054046494792,0.9947168282813365
"frozenset({'RESIDENCE', '$500 AND UNDER', 'Di'})",frozenset({'THEFT'}),0.0012701688927699605,0.24125667334828427,1.0,0.0012701688927699605,0.5026324015728599,0.9907774035012054
"frozenset({'RESIDENCE', '$500 AND UNDER', 'Di'})",frozenset({'PM'}),0.0012701688927699605,0.6291384682557009,0.6124999999999999,0.0007779784468216008,0.3068682887282179,0.9972344356229129
"frozenset({'RESIDENCE', 'PM', 'Di', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0007779784468216008,0.24125667334828427,1.0,0.0007779784468216008,0.5016123459633767,0.9943424370288997
"frozenset({'RESIDENCE', '$500 AND UNDER', 'Di', 'THEFT'})",frozenset({'PM'}),0.0012701688927699605,0.6291384682557009,0.6124999999999999,0.0007779784468216008,0.3068682887282179,0.9972344356229129
"frozenset({'RESIDENCE', 'Di', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.0012701688927699605,0.16199416516164883,0.6124999999999999,0.0007779784468216008,0.3086512545329805,0.9856825815572401
"frozenset({'RESIDENCE', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.003643797011133824,0.24125667334828427,1.0,0.003643797011133824,0.507551702012142,0.9737379418285671
"frozenset({'RESIDENCE', 'Do', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0012939845595093973,0.24125667334828427,1.0,0.0012939845595093973,0.502681759102351,0.9906051806834045
"frozenset({'RESIDENCE', 'Do', '$500 AND UNDER'})",frozenset({'PM'}),0.0012939845595093973,0.6291384682557009,0.6319018404907975,0.0008176712247206621,0.3166007543168931,0.9971826208137191
"frozenset({'Do', 'RESIDENCE', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0008176712247206621,0.24125667334828427,1.0,0.0008176712247206621,0.5016946085125286,0.9940545262327037
"frozenset({'RESIDENCE', 'Do', '$500 AND UNDER', 'THEFT'})",frozenset({'PM'}),0.0012939845595093973,0.6291384682557009,0.6319018404907975,0.0008176712247206621,0.3166007543168931,0.9971826208137191
"frozenset({'RESIDENCE', 'Do', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.0012939845595093973,0.16199416516164883,0.6319018404907975,0.0008176712247206621,0.3184746877647558,0.9854159149906754
"frozenset({'RESIDENCE', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0010875821144342786,0.24125667334828427,1.0,0.0010875821144342786,0.5022539938467613,0.9920986326084974
"frozenset({'RESIDENCE', 'PM', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0006311151685950741,0.24125667334828427,1.0,0.0006311151685950741,0.5013079745315148,0.9954083307433087
"frozenset({'RESIDENCE', 'Mi', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0015797725603826384,0.24125667334828427,1.0,0.0015797725603826384,0.5032740494562445,0.9885405092254016
"frozenset({'RESIDENCE', 'Mi', '$500 AND UNDER'})",frozenset({'PM'}),0.0015797725603826384,0.6291384682557009,0.6457286432160804,0.0010201043920058746,0.3236750369302443,0.996560956474541
"frozenset({'RESIDENCE', 'PM', 'Mi', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0010201043920058746,0.24125667334828427,1.0,0.0010201043920058746,0.5021141475132032,0.9925872957076796
"frozenset({'RESIDENCE', '$500 AND UNDER', 'Mi', 'THEFT'})",frozenset({'PM'}),0.0015797725603826384,0.6291384682557009,0.6457286432160804,0.0010201043920058746,0.3236750369302443,0.996560956474541
"frozenset({'RESIDENCE', 'Mi', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.0015797725603826384,0.16199416516164883,0.6457286432160804,0.0010201043920058746,0.32601290535791766,0.9822209997622561
"frozenset({'Mi', 'RESIDENCE', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0005596681683767638,0.24125667334828427,1.0,0.0005596681683767638,0.5011599019430414,0.9959272290258727
"frozenset({'Mo', 'RESIDENCE', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0015202333935340465,0.24125667334828427,1.0,0.0015202333935340465,0.5031506556325167,0.9889703445052832
"frozenset({'Mo', 'RESIDENCE', 'PM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0008772103915692539,0.24125667334828427,1.0,0.0008772103915692539,0.5018180023362564,0.9936227944447578
"frozenset({'Mo', 'RESIDENCE', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0006430230019647925,0.24125667334828427,1.0,0.0006430230019647925,0.5013326532962603,0.9953218703218062
"frozenset({'$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.008006033302240657,0.24125667334828427,1.0,0.008006033302240657,0.5165923561639328,0.9430700300859147
"frozenset({'$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.008006033302240657,0.6291384682557009,0.6187407040158651,0.004953658681802846,0.31330721084883045,0.9826371916583168
"frozenset({'THEFT', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.008006033302240657,0.6291384682557009,0.6187407040158651,0.004953658681802846,0.31330721084883045,0.9826371916583168
"frozenset({'PM', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.004953658681802846,0.24125667334828427,1.0,0.004953658681802846,0.5102663661341538,0.9644421524684594
"frozenset({'$500 AND UNDER', 'APARTMENT'})","frozenset({'PM', 'THEFT'})",0.008006033302240657,0.16199416516164883,0.6187407040158651,0.004953658681802846,0.32465997270772673,0.9127750391748752
"frozenset({'Fr', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0012701688927699605,0.24125667334828427,1.0,0.0012701688927699605,0.5026324015728599,0.9907774035012054
"frozenset({'Fr', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0012701688927699605,0.6291384682557009,0.678125,0.0008613332804096295,0.33974703394909844,0.9972344356229129
"frozenset({'Fr', 'PM', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0008613332804096295,0.24125667334828427,1.0,0.0008613332804096295,0.5017850973165956,0.9937379071553215
"frozenset({'THEFT', 'Fr', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0012701688927699605,0.6291384682557009,0.678125,0.0008613332804096295,0.33974703394909844,0.9972344356229129
"frozenset({'Fr', '$500 AND UNDER', 'APARTMENT'})","frozenset({'PM', 'THEFT'})",0.0012701688927699605,0.16199416516164883,0.678125,0.0008613332804096295,0.34172103180437124,0.9856825815572401
"frozenset({'$500 AND UNDER', 'So', 'APARTMENT'})",frozenset({'THEFT'}),0.0010280429475856868,0.24125667334828427,1.0,0.0010280429475856868,0.5021306000230336,0.9925297952011242
"frozenset({'$500 AND UNDER', 'PM', 'So', 'APARTMENT'})",frozenset({'THEFT'}),0.0005596681683767638,0.24125667334828427,1.0,0.0005596681683767638,0.5011599019430414,0.9959272290258727
"frozenset({'Do', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0009645345029471887,0.24125667334828427,1.0,0.0009645345029471887,0.5019989799443905,0.9929898794031612
"frozenset({'Do', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0009645345029471887,0.6291384682557009,0.6625514403292181,0.0006390537241748864,0.3317836001913595,0.9978995214038723
"frozenset({'Do', 'PM', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0006390537241748864,0.24125667334828427,1.0,0.0006390537241748864,0.5013244270413452,0.9953506897442131
"frozenset({'THEFT', 'Do', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0009645345029471887,0.6291384682557009,0.6625514403292181,0.0006390537241748864,0.3317836001913595,0.9978995214038723
"frozenset({'Do', '$500 AND UNDER', 'APARTMENT'})","frozenset({'PM', 'THEFT'})",0.0009645345029471887,0.16199416516164883,0.6625514403292181,0.0006390537241748864,0.3332481792452716,0.9891106059112478
"frozenset({'$500 AND UNDER', 'Mi', 'APARTMENT'})",frozenset({'THEFT'}),0.0012463532260305237,0.24125667334828427,1.0,0.0012463532260305237,0.5025830440433688,0.9909496520170454
"frozenset({'$500 AND UNDER', 'PM', 'Mi', 'APARTMENT'})",frozenset({'THEFT'}),0.0007462242245023518,0.24125667334828427,1.0,0.0007462242245023518,0.5015465359240552,0.994572817299106
"frozenset({'Mi', '$500 AND UNDER', 'AM', 'APARTMENT'})",frozenset({'THEFT'}),0.000500129001528172,0.24125667334828427,1.0,0.000500129001528172,0.5010365081193136,0.996359822113612
"frozenset({'$500 AND UNDER', 'AM', 'APARTMENT'})",frozenset({'THEFT'}),0.0030523746204378114,0.24125667334828427,1.0,0.0030523746204378114,0.5063259900297791,0.9779599899021354
"frozenset({'Mo', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0011193363367535277,0.24125667334828427,1.0,0.0011193363367535277,0.5023198038860828,0.9918687450170726
"frozenset({'Mo', 'PM', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0006509615575446048,0.24125667334828427,1.0,0.0006509615575446048,0.5013491058060907,0.9952642336311391
"frozenset({'$500 AND UNDER', 'Di', 'APARTMENT'})",frozenset({'THEFT'}),0.0011749062258122134,0.24125667334828427,1.0,0.0011749062258122134,0.5024349714548955,0.9914665518103322
"frozenset({'$500 AND UNDER', 'Di', 'APARTMENT'})",frozenset({'PM'}),0.0011749062258122134,0.6291384682557009,0.641891891891892,0.0007541627800821641,0.3215453074681981,0.9974417093979181
"frozenset({'PM', '$500 AND UNDER', 'APARTMENT', 'Di'})",frozenset({'THEFT'}),0.0007541627800821641,0.24125667334828427,1.0,0.0007541627800821641,0.5015629884338856,0.9945152179279262
"frozenset({'THEFT', '$500 AND UNDER', 'Di', 'APARTMENT'})",frozenset({'PM'}),0.0011749062258122134,0.6291384682557009,0.641891891891892,0.0007541627800821641,0.3215453074681981,0.9974417093979181
"frozenset({'$500 AND UNDER', 'Di', 'APARTMENT'})","frozenset({'PM', 'THEFT'})",0.0011749062258122134,0.16199416516164883,0.641891891891892,0.0007541627800821641,0.32327369268710054,0.9867499009200442
"frozenset({'Sa', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0012026911703415563,0.24125667334828427,1.0,0.0012026911703415563,0.5024925552393018,0.991265507725362
"frozenset({'Sa', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0012026911703415563,0.6291384682557009,0.6171617161716172,0.0007422549467124457,0.30917075600507776,0.9973812521438995
"frozenset({'Sa', 'PM', '$500 AND UNDER', 'APARTMENT'})",frozenset({'THEFT'}),0.0007422549467124457,0.24125667334828427,1.0,0.0007422549467124457,0.50153830966914,0.9946016180607233
"frozenset({'Sa', 'THEFT', '$500 AND UNDER', 'APARTMENT'})",frozenset({'PM'}),0.0012026911703415563,0.6291384682557009,0.6171617161716172,0.0007422549467124457,0.30917075600507776,0.9973812521438995
"frozenset({'Sa', '$500 AND UNDER', 'APARTMENT'})","frozenset({'PM', 'THEFT'})",0.0012026911703415563,0.16199416516164883,0.6171617161716172,0.0007422549467124457,0.3108718509310502,0.9864384914462183
"frozenset({'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.011915771925298193,0.24125667334828427,1.0,0.011915771925298193,0.5246952172553924,0.9162725604500115
"frozenset({'So', '$500 AND UNDER'})",frozenset({'PM'}),0.011915771925298193,0.6291384682557009,0.6225849433710859,0.007418580189334551,0.3171882963439069,0.9742172232878825
"frozenset({'$500 AND UNDER', 'So', 'THEFT'})",frozenset({'PM'}),0.011915771925298193,0.6291384682557009,0.6225849433710859,0.007418580189334551,0.3171882963439069,0.9742172232878825
"frozenset({'PM', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.007418580189334551,0.24125667334828427,1.0,0.007418580189334551,0.5153748704364851,0.9471521012606738
"frozenset({'So', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.011915771925298193,0.16199416516164883,0.6225849433710859,0.007418580189334551,0.3341901488393213,0.8726520368751307
"frozenset({'STREET', 'So', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.007164546410780559,0.09134102050131979,0.624376731301939,0.004473376069224205,0.3366755897079833,0.860250228530347
"frozenset({'STREET', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.004473376069224205,0.24125667334828427,1.0,0.004473376069224205,0.509270989289416,0.9678418392920007
"frozenset({'STREET', 'So', '$500 AND UNDER'})",frozenset({'PM'}),0.004473376069224205,0.6291384682557009,0.645075421472937,0.002885664953261754,0.3248310571926646,0.9902783707151923
"frozenset({'STREET', 'PM', 'So', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.004548792347232421,0.09134102050131979,0.6343804537521814,0.002885664953261754,0.3329863332553711,0.9090635762392747
"frozenset({'STREET', 'PM', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.002885664953261754,0.24125667334828427,1.0,0.002885664953261754,0.5059804873233412,0.9791529094627296
"frozenset({'STREET', '$500 AND UNDER', 'So', 'THEFT'})",frozenset({'PM'}),0.004473376069224205,0.6291384682557009,0.645075421472937,0.002885664953261754,0.3248310571926646,0.9902783707151923
"frozenset({'STREET', 'So', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.004473376069224205,0.16199416516164883,0.645075421472937,0.002885664953261754,0.3314444048460441,0.9503924916933586
"frozenset({'So', 'STREET', 'AM', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.0026157540635481373,0.09134102050131979,0.6069802731411229,0.0015877111159624507,0.3121812542482948,0.9467275173393153
"frozenset({'So', 'STREET', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0015877111159624507,0.24125667334828427,1.0,0.0015877111159624507,0.5032905019660749,0.9884832099566517
"frozenset({'AM', 'So', '$500 AND UNDER'})",frozenset({'THEFT'}),0.004497191735963642,0.24125667334828427,1.0,0.004497191735963642,0.5093203468189073,0.9676730211472202
"frozenset({'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.032960882767380476,0.24125667334828427,1.0,0.032960882767380476,0.5683108208157155,0.782285998151467
"frozenset({'$500 AND UNDER', 'Di'})",frozenset({'THEFT'}),0.013098616706690217,0.24125667334828427,1.0,0.013098616706690217,0.5271466412201181,0.9082900140421785
"frozenset({'$500 AND UNDER', 'Di'})",frozenset({'PM'}),0.013098616706690217,0.6291384682557009,0.6381818181818183,0.008359299025542303,0.32573435838492437,0.9716774507603924
"frozenset({'$500 AND UNDER', 'AM', 'Di'})",frozenset({'THEFT'}),0.004739317681147915,0.24125667334828427,1.0,0.004739317681147915,0.5098221483687336,0.9659581177482139
"frozenset({'$500 AND UNDER', 'Di', 'THEFT'})",frozenset({'PM'}),0.013098616706690217,0.6291384682557009,0.6381818181818183,0.008359299025542303,0.32573435838492437,0.9716774507603924
"frozenset({'PM', '$500 AND UNDER', 'Di'})",frozenset({'THEFT'}),0.008359299025542303,0.24125667334828427,1.0,0.008359299025542303,0.5173244928513845,0.9406223474998623
"frozenset({'$500 AND UNDER', 'Di'})","frozenset({'PM', 'THEFT'})",0.013098616706690217,0.16199416516164883,0.6381818181818183,0.008359299025542303,0.34489214402181184,0.8608127934451906
"frozenset({'STREET', 'Di', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.00752178141187211,0.09134102050131979,0.6015831134564643,0.004524976680492984,0.3255612421097722,0.8537671986928334
"frozenset({'STREET', '$500 AND UNDER', 'Di'})",frozenset({'THEFT'}),0.004524976680492984,0.24125667334828427,1.0,0.004524976680492984,0.5093779306033135,0.967476098158682
"frozenset({'STREET', '$500 AND UNDER', 'Di'})",frozenset({'PM'}),0.004524976680492984,0.6291384682557009,0.624561403508772,0.002826125786413162,0.3145267301956675,0.9901665295677361
"frozenset({'STREET', 'Di', 'AM', 'THEFT'})",frozenset({'$500 AND UNDER'}),0.002536368507750015,0.09134102050131979,0.6697965571205007,0.0016988508940798221,0.34419777447542504,0.9483044947397078
"frozenset({'STREET', 'Di', 'AM', '$500 AND UNDER'})",frozenset({'THEFT'}),0.0016988508940798221,0.24125667334828427,1.0,0.0016988508940798221,0.5035208371037002,0.987681319015234
"frozenset({'STREET', 'PM', 'Di', '$500 AND UNDER'})",frozenset({'THEFT'}),0.002826125786413162,0.24125667334828427,1.0,0.002826125786413162,0.5058570934996134,0.9795792526405023
"frozenset({'STREET', '$500 AND UNDER', 'Di', 'THEFT'})",frozenset({'PM'}),0.004524976680492984,0.6291384682557009,0.624561403508772,0.002826125786413162,0.3145267301956675,0.9901665295677361
"frozenset({'STREET', 'Di', '$500 AND UNDER'})","frozenset({'PM', 'THEFT'})",0.004524976680492984,0.16199416516164883,0.624561403508772,0.002826125786413162,0.3210036263843968,0.949833354928651
